sample, p__Proteobacteria_unassigned, c__Thermotogae, c__Methylomirabilia, c__Syntrophomonadia, c__Polyangia, c__Halobacteria, c__Verrucomicrobiae, c__Rhodothermia, c__Blastocatellia, c__Kapabacteria, c__Omnitrophia, c__Microgenomatia, c__AT-s3-28, c__Armatimonadia, c__Vampirivibrionia, c__Ignavibacteria, c__Acidobacteriae, c__Thermoanaerobacteria, c__Lentisphaeria, c__Clostridia, c__WOR-1,d__Eukaryota_unassigned, c__Gitt-GS-136, c__Longimicrobia, c__Actinobacteria, c__Desulfovibrionia, c__Elusimicrobia, c__Desulfobulbia, c__Parcubacteria, c__Nitrospiria,d__Bacteria_unassigned, c__Gammaproteobacteria, c__Cyanobacteriia, c__Ktedonobacteria, c__Rubrobacteria, p__Aenigmarchaeota_unassigned, c__Sericytochromatia, c__Planctomycetes, c__Limnochordia, c__S0134_terrestrial_group, c__Deferribacteres, c__Desulfotomaculia, c__Thermococci, c__Asgardarchaeota, c__ABY1, c__Fusobacteriia, c__Desulfarculia,d__Archaea_unassigned, c__Babeliae, c__Coriobacteriia, c__Incertae_Sedis, c__Spirochaetia, c__Fibrobacteria, c__Thermacetogenia, c__KD4-96, p__Patescibacteria_uncultured, c__AD3, c__TK10, c__Chloroflexia, c__Acidimicrobiia, c__Desulfuromonadia, c__Sumerlaeia, c__Dehalococcoidia, c__Anaerolineae, c__Gemmatimonadetes, c__OLB14, c__Berkelbacteria, c__SAR324_clade(Marine_group_B), c__JG30-KF-CM66, c__SJA-28, p__Patescibacteria_unassigned, c__Synergistia, c__Campylobacteria, c__Thermoleophilia, c__Deinococci, c__Thermoanaerobaculia, c__WPS-2, c__Oligoflexia, c__Phycisphaerae, c__Dadabacteriia, c__P9X2b3D02, c__Aenigmarchaeia, c__Thermoplasmata, c__Bdellovibrionia, p__Firmicutes_unassigned, c__Vicinamibacteria, c__bacteriap25, c__Negativicutes, c__Alphaproteobacteria, c__Desulfobacteria, c__P2-11E, c__Abditibacteria,Unassigned_unassigned, c__Bacilli, c__Bacteroidia, c__Deep_Sea_Euryarchaeotic_Group(DSEG), p__Armatimonadota_uncultured, c__WS2, c__MB-A2-108, c__Gracilibacteria, c__Saccharimonadia, c__Myxococcia, p__Desulfobacterota_uncultured, p__Actinobacteriota_unassigned, c__Desulfitobacteriia, c__Moorellia
ba1289.641001214.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0
ba129.641000890.dc.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,0,0,0,314,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,2754,1807,0,0,0,0,0,0,0,0,0,0,0
ba129.641000890.dc.bal.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,4,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,301,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,1911,1315,0,0,0,0,0,0,0,0,0,0,0
ba129.641000890.dc.bal.rep3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0,0,304,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,2266,1170,0,0,0,0,0,0,0,0,0,0,0
ba1290.641001219.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,292,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,153,284,0,0,0,0,0,0,0,0,0,0,0
ba1291.641001121.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,0,0,0,0,5496,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,0,522,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5584,0,0,0,0,0,11072,4886,0,0,0,0,0,413,0,0,0,0,0
ba1292.641001170.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,103,53,0,0,0,0,0,0,0,0,0,0,0
ba1293.641001154.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ba1294.641001230.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,817,0,0,0,0,0,0,561,89,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,2931,363,0,0,0,0,0,25,0,0,0,0,0
ba1295.641001140.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1296.641000824.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ba1297.641001155.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,88,0,0,0,0,0,0,0,0,0,0,0
ba1298.641001234.3m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,165,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,198,182,0,0,0,0,0,0,0,0,0,0,0
ba1299.641001109.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba130.641000890.6w.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,1452,0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,0,0,0,160,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,0,0,0,0,0,1140,2747,0,0,0,0,0,0,0,0,0,0,0
ba130.641000890.6w.bal.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,1709,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,3946,0,0,0,171,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515,0,0,0,0,0,1345,3429,0,0,0,0,0,9,0,0,0,0,0
ba130.641000890.6w.bal.rep3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,1776,0,0,0,0,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,3943,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491,0,0,0,0,0,1478,3342,0,0,0,0,0,6,0,0,0,0,0
ba1300.641001138.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,81,108,0,0,0,0,0,3,0,0,0,0,0
ba1301.641001195.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,1955,0,0,0,0,0,0,12782,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,1168,277,0,0,0,0,5,177,0,0,0,0,0
ba1302.641001067.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,5344,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,0,0,0,0,0,12157,3238,0,0,0,0,0,254,0,0,0,0,0
ba1303.641001195.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
ba1304.641001214.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ba1305.641001234.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ba1306.641001230.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,241,74,0,0,0,0,0,38,0,0,0,0,0
ba1307.641001074.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0
ba1308.641001222.3m.bal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,604,0,0,0,0,365,0,0,0,0,0,0,4117,5,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,4,0,0,0,0,0,2,0,0,0,508,65,0,0,0,0,611,2268,0,0,0,0,0,19,0,0,0,0,0
ba1309.641000948.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ba131.641000890.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
ba131.641000890.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
ba131.641000890.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
ba1310.641001177.3m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,0,0,0,0,0,0,0,0,0,0,0
ba1311.641001195.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0
ba1312.641001140.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0
ba1313.641001113.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,3978,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,0,0,0,0,0,13265,2642,0,0,0,0,0,1678,0,0,0,0,0
ba1314.641001188.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ba1315.641001152.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1316.641001165.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1317.641000984.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,624,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,1010,807,0,0,0,0,0,142,0,0,0,0,0
ba1318.641001136.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
ba1319.641000798.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,45,65,0,0,0,0,0,0,0,0,0,0,0
ba132.641000890.3m.bal.rep1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,396,0,0,0,0,601,0,0,0,0,0,0,860,8,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,218,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,4882,5006,0,0,0,0,0,175,0,0,0,0,0
ba132.641000890.3m.bal.rep2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,380,0,0,0,0,440,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,185,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,78,0,0,0,0,4592,4476,0,0,0,0,0,149,0,0,0,0,0
ba132.641000890.3m.bal.rep3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,341,0,0,0,0,424,0,0,0,0,0,0,612,14,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,125,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,6,0,0,0,0,4010,3983,0,0,0,0,0,137,0,0,0,0,0
ba1320.641001182.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1321.641001126.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,4806,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661,0,0,0,0,0,7440,1487,0,0,0,0,0,114,0,0,0,0,0
ba1322.641001222.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,1445,0,0,0,0,0,0,24920,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,1611,1220,0,0,0,0,0,70,0,0,0,0,0
ba1323.control.s.saline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1324.641001156.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,854,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,10911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,2,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,2591,25854,0,0,0,0,0,0,0,0,0,0,0
ba1325.641001129.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ba1326.641001156.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1327.641001177.pw.prewash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ba1328.641001166.12m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,430,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,0,0,0,0,0,10955,2797,0,0,0,0,0,29,0,0,0,0,0
ba1329.641001179.6m.bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0
ba133.641000891.dc.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2343,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,0,0,0,0,8461,61,0,0,0,0,0,19,0,0,0,0,0
ba133.641000891.dc.bal.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,2950,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,70,31,0,0,0,0,8721,30,0,0,0,0,0,35,0,0,0,0,0
