sample, p__Spirochaetota, p__WPS-2, p__Methylomirabilota, p__Deinococcota, p__Cyanobacteria, p__Thermoplasmatota, p__Nitrospinota, p__Bdellovibrionota, p__Fusobacteriota, p__Proteobacteria, p__Acidobacteriota,Unassigned_unassigned, p__Euryarchaeota, p__Synergistota, p__Verrucomicrobiota, p__Firmicutes, p__Chloroflexi, p__Patescibacteria, p__WOR-1,d__Archaea_unassigned, p__Armatimonadota, p__Bacteroidota, p__Elusimicrobiota, p__Sumerlaeota, p__Myxococcota, p__Aenigmarchaeota,d__Eukaryota_unassigned, p__Actinobacteriota, p__Asgardarchaeota, p__Thermotogota, p__SAR324_clade(Marine_group_B), p__Nitrospirota, p__Abditibacteriota, p__Dadabacteria, p__Desulfobacterota, p__Campilobacterota, p__Dependentiae, p__Halobacterota, p__Deferribacterota, p__WS2,d__Bacteria_unassigned, p__Fibrobacterota, p__Planctomycetota, p__Gemmatimonadota
ba399.641000906.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba399.641000906.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba400.641000906.6w.bal.rep1,0,0,0,0,0,0,0,0,330,2696,0,0,0,0,0,8914,0,0,0,0,0,3275,0,0,0,0,0,546,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
ba400.641000906.6w.bal.rep2,0,0,0,0,0,0,0,0,339,3209,0,0,0,0,0,9343,0,0,0,0,0,3243,0,0,0,0,0,478,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
ba400.641000906.6w.bal.rep3,0,0,0,0,0,0,0,0,278,2829,0,0,0,0,0,8698,0,0,0,0,0,3252,0,0,0,0,0,541,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
ba401.641000906.3m.bal.rep1,0,0,0,0,0,0,0,0,182,58,0,0,0,0,0,1059,0,14,0,0,0,323,0,0,0,0,0,432,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
ba401.641000906.3m.bal.rep2,0,0,0,0,0,0,0,0,74,168,0,0,0,0,0,1148,0,13,0,0,0,462,0,0,0,0,12,391,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0
ba401.641000906.3m.bal.rep3,0,0,0,0,15,0,0,0,105,100,0,0,0,0,0,731,0,0,0,0,0,351,0,0,0,0,8,311,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
ba402.641000906.6m.bal.rep1,0,0,0,0,0,0,0,0,21,131,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba402.641000906.6m.bal.rep2,0,0,0,0,0,0,0,0,7,121,0,2,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba402.641000906.6m.bal.rep3,0,0,0,0,7,0,0,0,0,137,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba403.641000906.12m.bal.rep1,0,0,0,0,0,0,0,0,0,6238,0,0,0,0,0,380,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
ba403.641000906.12m.bal.rep2,0,0,0,0,0,0,0,0,0,5782,0,0,0,0,0,235,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ba403.641000906.12m.bal.rep3,0,0,0,0,0,0,0,0,0,6739,0,0,0,0,0,347,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
ba404.641000928.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba404.641000928.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba404.641000928.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba405.641000928.d.bal.rep1,0,0,0,0,43,0,0,0,0,355,89,0,0,0,0,278,0,0,0,0,0,36,0,0,22,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba405.641000928.d.bal.rep2,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba405.641000928.d.bal.rep3,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,124,0,0,0,0,0,9,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba406.641000928.6w.bal.rep1,0,0,0,0,0,0,0,0,50,11537,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba406.641000928.6w.bal.rep2,0,0,0,0,0,0,0,0,21,8638,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba406.641000928.6w.bal.rep3,0,0,0,0,0,0,0,0,14,5749,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba407.641000928.6m.bal.rep1,0,0,0,0,0,0,0,0,22,78,0,0,0,0,0,4814,0,7,0,0,0,2677,0,0,0,0,0,944,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
ba407.641000928.6m.bal.rep2,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,3655,0,10,0,0,0,2291,0,0,0,0,0,579,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
ba407.641000928.6m.bal.rep3,0,0,0,0,4,0,0,0,32,218,0,0,0,0,0,5055,0,9,0,0,0,2702,0,0,0,0,3,1085,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
ba408.641000928.12m.bal.rep1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,198,0,20,0,0,0,18,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba408.641000928.12m.bal.rep2,0,0,0,0,0,0,0,0,45,115,0,0,0,0,0,235,0,0,0,0,0,33,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba408.641000928.12m.bal.rep3,0,0,0,0,0,0,0,0,21,75,0,10,0,0,0,161,0,0,0,0,0,213,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
ba409.641000970.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba409.641000970.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba409.641000970.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba410.641000970.r.bal.rep1,9,0,0,0,0,0,0,0,51,299,0,0,0,0,0,10143,0,0,0,0,0,45,0,0,0,0,0,2497,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ba410.641000970.r.bal.rep2,5,0,0,0,0,0,0,0,49,99,0,0,0,0,0,9716,0,0,0,0,0,22,0,0,0,0,0,2167,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
ba410.641000970.r.bal.rep3,0,0,0,0,0,0,0,0,75,119,0,0,0,0,0,10394,0,0,0,0,0,54,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba411.641000970.dc.bal.rep1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3869,0,0,0,0,0,516,0,0,0,0,0,1911,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0
ba411.641000970.dc.bal.rep2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3414,0,0,0,0,0,659,0,0,0,0,0,1572,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0
ba411.641000970.dc.bal.rep3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3210,0,0,0,0,0,354,0,0,0,0,0,1757,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0
ba412.641000970.6w.bal.rep1,0,0,0,0,0,0,0,0,0,3725,0,0,0,0,0,5301,0,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba412.641000970.6w.bal.rep2,0,0,0,0,0,0,0,0,0,3399,0,0,0,0,0,4509,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba412.641000970.6w.bal.rep3,0,0,0,0,0,0,0,0,0,3435,0,0,0,0,0,4748,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba413.641000970.3m.bal.rep1,0,0,0,0,0,0,0,0,0,5110,0,0,0,0,0,3214,0,0,0,0,0,148,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba413.641000970.3m.bal.rep2,0,0,0,0,0,0,0,0,0,10320,0,0,0,0,0,3315,0,0,0,0,0,85,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba413.641000970.3m.bal.rep3,0,0,0,0,0,0,0,0,0,8654,0,0,0,0,0,4185,0,0,0,0,0,95,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba414.641000970.6m.bal.rep1,0,0,0,0,0,0,0,0,12,374,0,3,0,0,0,1671,0,0,0,0,0,197,0,0,0,0,0,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba414.641000970.6m.bal.rep2,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,2172,0,0,0,0,0,128,0,0,0,0,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba414.641000970.6m.bal.rep3,0,0,0,0,0,0,0,0,14,507,0,0,0,0,0,1876,0,0,0,0,0,206,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba415.641000970.12m.bal.rep1,0,0,0,0,0,0,0,0,113,309,0,0,0,0,0,1723,0,0,0,0,0,932,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba415.641000970.12m.bal.rep2,0,0,0,0,0,0,0,0,265,271,0,0,0,0,0,2212,0,35,0,0,0,1078,0,0,0,0,0,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba415.641000970.12m.bal.rep3,0,0,0,0,0,0,0,0,118,259,0,0,0,0,0,2205,0,0,0,0,0,1029,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba416.641000934.pw.prewash.rep1,0,0,0,0,66,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba416.641000934.pw.prewash.rep2,0,0,0,0,61,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba416.641000934.pw.prewash.rep3,0,0,0,0,45,0,0,0,0,58,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba417.641000934.6w.bal.rep1,0,0,0,0,0,0,0,0,9,2908,0,0,0,0,0,78,0,0,0,0,0,129,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba417.641000934.6w.bal.rep2,0,0,0,0,0,0,0,0,25,9283,0,0,0,0,0,707,0,30,0,0,0,783,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba417.641000934.6w.bal.rep3,0,0,0,0,0,0,0,0,12,11197,0,0,0,0,0,626,0,20,0,0,0,587,0,0,0,0,0,236,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ba418.641000934.3m.bal.rep1,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,578,0,0,0,0,0,894,0,0,0,0,0,9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba418.641000934.3m.bal.rep2,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,453,0,0,0,0,0,911,0,0,0,0,0,7608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba418.641000934.3m.bal.rep3,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,442,0,0,0,0,0,936,0,0,0,0,0,7461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba419.641000934.6m.bal.rep1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba419.641000934.6m.bal.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,18,0,0,0,0,0,9413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba419.641000934.6m.bal.rep3,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba420.641000934.12m.bal.rep1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1657,0,0,0,0,0,915,0,0,0,0,0,4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba420.641000934.12m.bal.rep2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1585,0,0,0,0,0,970,0,0,0,0,0,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba420.641000934.12m.bal.rep3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1533,0,0,0,0,0,933,0,0,0,0,0,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba421.641000994.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba421.641000994.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba421.641000994.pw.prewash.rep3,0,0,0,0,17,0,0,0,0,181,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba422.641000994.d.bal.rep1,0,0,0,0,9,0,0,0,16,114,0,0,0,0,0,191,0,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba422.641000994.d.bal.rep2,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,495,0,0,0,0,0,278,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba422.641000994.d.bal.rep3,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,660,0,9,0,0,0,263,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba423.641000994.r.bal.rep1,0,0,0,0,0,0,0,0,0,1944,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,0,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba423.641000994.r.bal.rep2,0,0,0,0,3,0,0,0,0,2163,0,0,0,0,0,2091,0,0,0,0,0,5,0,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba423.641000994.r.bal.rep3,0,0,0,0,0,0,0,0,0,2119,0,0,0,0,0,1852,0,0,0,0,0,2,0,0,0,0,0,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba424.641000994.6w.bal.rep1,0,0,0,0,0,0,0,0,0,7655,0,0,0,0,0,160,0,0,0,0,0,10,0,0,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ba424.641000994.6w.bal.rep2,0,0,0,0,0,0,0,0,0,10025,0,0,0,0,0,267,0,0,0,0,0,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba424.641000994.6w.bal.rep3,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,114,0,0,0,0,0,28,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba425.641000994.3m.bal.rep1,0,0,0,0,0,0,0,0,200,1571,0,0,0,0,0,3289,0,7,0,0,0,682,0,0,0,0,0,1083,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
ba425.641000994.3m.bal.rep2,0,0,0,0,0,0,0,0,274,1272,0,0,0,0,0,3271,0,12,0,0,0,494,0,0,0,0,0,1086,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
ba425.641000994.3m.bal.rep3,0,0,0,0,0,0,0,0,288,1069,0,0,0,0,0,3790,0,19,0,0,0,740,0,0,0,0,0,1199,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
ba426.641000994.6m.bal.rep1,0,0,0,0,0,0,0,0,665,299,0,0,0,0,0,2735,4,4,0,0,0,1135,0,0,0,0,0,603,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ba426.641000994.6m.bal.rep2,0,0,0,0,4,0,0,0,618,316,0,0,0,0,0,2594,0,0,0,0,0,1311,0,0,0,0,0,876,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
ba426.641000994.6m.bal.rep3,19,0,0,0,13,0,0,0,682,578,0,0,0,0,0,4076,0,0,0,0,0,1310,0,0,0,0,0,1076,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
ba427.641000994.12m.bal.rep1,0,0,0,0,0,0,0,0,133,428,0,0,0,0,0,478,0,61,0,0,0,26,0,0,0,0,0,848,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
ba427.641000994.12m.bal.rep2,0,0,0,0,0,0,0,0,75,660,0,0,0,0,0,762,0,40,0,0,0,139,0,0,0,0,0,793,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
ba427.641000994.12m.bal.rep3,0,0,0,0,29,0,0,0,96,944,0,0,0,0,0,700,16,25,0,0,0,89,0,0,0,0,0,874,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
ba428.641000947.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba428.641000947.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba428.641000947.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba429.641000947.d.bal.rep1,0,0,0,0,0,0,0,0,11,60,9,0,0,0,0,24,0,0,0,0,0,17,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba429.641000947.d.bal.rep2,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,71,11,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba429.641000947.d.bal.rep3,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,50,0,0,0,0,0,18,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba430.641000947.dc.bal.rep1,0,0,0,0,0,0,0,0,0,5913,0,0,0,0,0,398,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba430.641000947.dc.bal.rep2,0,0,0,0,0,0,0,0,0,6166,0,0,0,0,0,591,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba430.641000947.dc.bal.rep3,0,0,0,0,0,0,0,0,0,7742,0,0,0,0,0,834,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba431.641000947.3m.bal.rep1,0,0,0,0,0,0,0,0,0,8403,0,0,0,0,0,58,0,0,0,0,0,740,0,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ba431.641000947.3m.bal.rep2,0,0,0,0,0,0,0,0,0,9466,0,0,0,0,0,96,0,0,0,0,0,1065,0,0,0,0,0,81,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
ba431.641000947.3m.bal.rep3,0,0,0,0,0,0,0,0,0,9261,0,0,0,0,0,101,0,0,0,0,0,810,0,0,0,0,0,72,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
ba432.641000947.6m.bal.rep1,0,0,0,0,0,0,0,0,469,4308,0,0,0,0,0,5193,0,0,0,0,0,1188,0,0,0,0,0,2691,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
ba432.641000947.6m.bal.rep2,0,0,0,0,6,0,0,0,402,3000,0,2,0,0,0,5412,0,0,0,0,0,1057,0,0,0,0,0,2171,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
ba432.641000947.6m.bal.rep3,9,0,0,0,14,0,0,0,579,3590,0,0,0,0,0,5168,0,0,0,0,0,1225,0,0,0,0,0,2235,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ba433.641000947.12m.bal.rep1,0,0,0,0,0,0,0,0,29,2087,0,0,0,0,0,2131,0,38,0,0,0,700,0,0,0,0,0,1036,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ba433.641000947.12m.bal.rep2,0,0,0,0,0,0,0,0,11,4680,0,0,0,0,0,3282,0,109,0,0,0,1096,0,0,0,0,0,1667,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
ba433.641000947.12m.bal.rep3,0,0,0,0,0,0,0,0,70,3477,0,0,0,0,0,2962,0,61,0,0,0,773,0,0,0,0,0,1738,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
ba434.641000981.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba434.641000981.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba434.641000981.pw.prewash.rep3,0,0,0,12,0,0,0,0,0,156,0,0,0,0,0,51,0,0,0,0,0,12,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ba435.641000981.d.bal.rep1,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,63,0,0,0,0,0,13,0,0,0,0,0,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba435.641000981.d.bal.rep2,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,55,0,0,0,0,0,16,0,0,0,0,0,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba435.641000981.d.bal.rep3,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba436.641000981.6w.bal.rep1,0,0,0,0,11,0,0,0,15,58,0,0,0,0,0,8846,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba436.641000981.6w.bal.rep2,0,0,0,0,5,0,0,0,11,26,0,0,0,0,0,7607,0,0,0,0,0,23,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba436.641000981.6w.bal.rep3,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,8318,0,0,0,0,0,14,0,0,0,0,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ba437.641000981.3m.bal.rep2,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,230,0,0,0,0,0,62,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba437.641000981.3m.bal.rep3,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,184,0,0,0,0,0,112,0,0,0,0,0,111,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
ba438.641000981.6m.bal.rep1,0,0,0,0,10,0,0,9,0,410,0,0,0,0,0,88,0,19,0,0,0,13,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ba438.641000981.6m.bal.rep2,0,0,0,0,12,0,0,0,0,283,0,0,0,0,0,105,0,0,0,0,0,16,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba438.641000981.6m.bal.rep3,0,0,0,0,36,0,0,0,3,406,0,0,0,0,0,33,0,0,0,0,0,31,0,0,0,0,0,68,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
ba439.641000981.12m.bal.rep1,0,0,0,0,13,0,0,0,0,333,26,0,0,0,0,196,0,16,0,0,0,61,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba439.641000981.12m.bal.rep2,0,0,0,0,11,0,0,0,0,498,20,0,0,0,0,122,12,0,0,0,0,70,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba439.641000981.12m.bal.rep3,0,0,0,0,0,0,0,0,0,456,32,0,0,0,0,120,0,0,0,0,0,59,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba440.641000999.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba440.641000999.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba440.641000999.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba441.641000999.d.bal.rep1,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,148,7,0,0,0,0,34,0,0,0,0,0,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba441.641000999.d.bal.rep2,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,131,0,0,0,0,0,9,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
