sample, p__Spirochaetota, p__WPS-2, p__Methylomirabilota, p__Deinococcota, p__Cyanobacteria, p__Thermoplasmatota, p__Nitrospinota, p__Bdellovibrionota, p__Fusobacteriota, p__Proteobacteria, p__Acidobacteriota,Unassigned_unassigned, p__Euryarchaeota, p__Synergistota, p__Verrucomicrobiota, p__Firmicutes, p__Chloroflexi, p__Patescibacteria, p__WOR-1,d__Archaea_unassigned, p__Armatimonadota, p__Bacteroidota, p__Elusimicrobiota, p__Sumerlaeota, p__Myxococcota, p__Aenigmarchaeota,d__Eukaryota_unassigned, p__Actinobacteriota, p__Asgardarchaeota, p__Thermotogota, p__SAR324_clade(Marine_group_B), p__Nitrospirota, p__Abditibacteriota, p__Dadabacteria, p__Desulfobacterota, p__Campilobacterota, p__Dependentiae, p__Halobacterota, p__Deferribacterota, p__WS2,d__Bacteria_unassigned, p__Fibrobacterota, p__Planctomycetota, p__Gemmatimonadota
ba156.641000914.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba156.641000914.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1560.641001037.bal,0,0,0,0,43,0,0,0,0,1533,0,8,0,0,40,10064,0,170,0,0,0,1022,0,0,0,189,0,7860,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0
ba1561.641001138.bal,0,0,0,0,201,193,0,0,0,1591,223,0,103,0,0,8979,0,0,0,0,0,947,0,0,0,121,0,11265,86,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
ba1562.641000824.bal,0,0,0,0,21,0,0,0,160,1402,0,0,133,0,0,7414,0,280,0,0,0,1022,0,0,0,446,0,10880,323,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0
ba1563.641001062.bal,0,0,0,0,21,0,0,0,0,72,15,0,22,0,0,65081,0,2,0,0,0,1822,0,0,0,11,0,727,4,0,0,0,0,0,0,5,0,5,0,0,0,6,0,0
ba1564.641001104.bal,0,0,0,0,0,0,0,0,0,908,0,26,0,0,0,5663,0,183,0,0,0,473,0,0,0,0,14,7607,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0
ba1565.641000835.bal,0,0,0,0,25,0,0,0,12,65827,0,0,0,0,0,1732,0,2,0,0,0,171,0,0,0,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ba1566.641001121.bal,0,0,0,0,0,0,0,0,1420,1245,0,0,0,0,0,20452,0,32,0,0,0,15457,0,0,0,0,0,13501,0,0,0,0,0,0,0,1120,0,2,0,0,2,0,0,0
ba1567.641001044.bal,0,0,0,0,72,161,0,0,1347,1015,0,38,412,0,0,5553,0,0,0,0,0,576,0,0,0,188,0,8180,103,0,0,0,0,0,0,142,0,152,0,0,0,0,0,0
ba1568.641001039.bal,0,0,0,144,97,477,0,125,0,1391,0,86,0,0,0,11362,0,319,0,0,0,543,108,0,0,374,0,18661,255,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0
ba1569.641000990.bal,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,25853,0,90,0,0,0,3680,0,0,0,0,0,13749,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
ba157.641000914.3m.bal.rep1,0,0,0,0,39,0,0,0,0,583,0,2,0,0,0,852,0,0,0,0,0,24,0,0,0,0,0,222,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
ba157.641000914.3m.bal.rep2,0,0,0,0,0,0,0,15,0,290,0,2,0,0,0,756,0,0,0,0,0,22,0,0,0,0,5,172,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
ba157.641000914.3m.bal.rep3,0,0,0,0,17,0,0,0,0,282,0,0,0,0,0,821,0,0,0,0,0,23,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1570.641001049.bal,106,0,0,0,0,0,0,52,818,13596,0,5,115,0,0,22441,0,482,0,0,0,6015,0,0,0,90,0,4527,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1571.641001148.bal,0,0,0,0,2,8,0,0,322,592,0,0,19,0,0,6022,0,0,0,0,0,39032,0,0,0,31,0,870,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
ba1572.641001067.bal,0,0,0,0,5,0,0,0,0,18,0,0,5,0,0,23672,0,0,0,0,0,26,0,0,0,2,0,23852,3,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
ba1573.641001061.bal,0,0,0,0,0,255,0,0,600,1326,0,0,0,0,0,27504,0,0,0,0,0,5998,0,0,0,219,0,16353,119,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0
ba1574.NA.saline,0,0,0,0,6,0,0,0,0,100,0,0,67,0,0,382,0,0,0,0,0,0,0,0,0,22,0,561,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
ba1575.641001157.bal,0,0,0,0,27,36,0,0,551,36361,0,0,0,0,0,16778,0,8,0,0,0,3152,0,0,0,146,0,5463,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0
ba1576.641001076.bal,0,0,0,0,0,325,0,0,0,15467,0,0,287,0,0,24267,0,12,0,0,0,73,0,0,0,413,0,7009,0,0,0,0,0,0,0,0,0,98,0,0,0,59,0,0
ba1577.641001069.bal,0,0,0,0,0,54,0,16,0,294,0,0,32,0,0,41612,0,0,0,0,0,73,0,0,0,71,0,10266,84,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
ba1578.641000984.bal,0,0,0,0,0,1100,0,0,0,1677,0,0,307,0,0,13620,0,0,0,0,0,249,0,0,0,901,0,10466,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0
ba1579.641001023.bal,0,0,0,0,0,3,0,0,30,75,5,0,14,0,0,34856,0,0,0,0,0,1621,0,0,0,27,0,15469,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ba158.641000921.6w.bal.rep1,0,0,0,0,0,0,0,0,0,2120,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba158.641000921.6w.bal.rep2,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba158.641000921.6w.bal.rep3,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1580.641001124.bal,0,0,0,0,0,0,0,0,0,3648,0,0,0,0,0,49614,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1581.641001015.bal,0,0,0,0,307,0,0,0,0,2829,0,0,0,0,96,10795,0,103,0,0,0,0,0,0,0,173,0,15383,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0
ba1582.641000936.bal,0,0,0,0,0,10,0,16,26,1536,0,0,0,0,0,24714,0,0,0,0,0,9260,0,0,0,103,0,9708,0,0,0,0,0,0,0,185,0,27,0,0,0,0,0,0
ba1583.641000798.bal,0,0,0,0,20,8,0,0,0,180,0,23,0,0,0,33193,0,0,0,0,0,0,0,0,0,42,0,1161,28,0,0,0,0,0,0,0,0,45,0,0,0,13,0,0
ba1584.641000960.bal,0,0,0,0,0,0,0,0,19,7301,0,0,0,0,0,20166,0,1709,0,0,0,14371,0,0,0,0,0,2043,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0
ba1585.641001140.bal,0,0,0,0,0,8,0,0,536,384,0,0,29,0,0,26870,0,14,0,0,0,5562,0,0,0,28,0,18638,0,0,0,0,0,0,0,966,0,39,0,0,0,14,0,3
ba1586.641001033.bal,0,0,0,0,98,0,0,0,0,447,0,3,0,0,0,4839,0,14,0,0,0,2591,0,0,0,218,0,3234,0,0,0,0,0,0,0,494,0,0,0,0,7,28,0,0
ba1587.641000903.bal,0,0,0,0,51,63,0,0,0,352,26,0,0,0,0,13193,0,0,0,0,0,38,0,0,0,160,3,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
ba1588.641001109.bal,0,0,0,0,0,297,0,0,0,624,0,0,0,0,0,7387,30,0,0,0,0,1814,0,0,0,253,0,7589,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1589.641001066.bal,0,0,0,31,21,126,0,0,420,698,0,0,88,0,0,34794,0,0,0,0,0,10452,0,0,0,107,0,7659,0,0,0,0,0,0,0,270,0,0,0,0,3,0,0,0
ba159.641000921.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba159.641000921.pw.prewash.rep2,0,0,0,0,0,0,0,7,0,269,0,0,0,0,0,80,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba159.641000921.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1590.641001075.bal,0,0,0,0,0,8,0,0,2426,19034,0,0,0,0,0,22701,0,147,0,0,0,8736,0,0,0,0,0,5121,4,0,0,0,0,0,0,781,0,4,0,0,2,0,0,0
ba1591.641000893.bal,0,0,0,120,0,169,0,0,0,13952,81,3,63,0,0,5554,103,30,0,0,107,1110,0,0,167,552,0,15240,84,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
ba1592.641001008.bal,0,0,0,0,0,312,0,0,983,4223,0,4,895,0,239,18748,0,0,0,0,0,3454,0,0,0,1851,0,17780,201,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0
ba1593.641001087.bal,0,0,0,0,0,0,0,0,12,24546,0,0,0,0,0,4899,0,0,0,0,0,17073,0,0,0,0,0,4877,0,0,0,0,0,0,0,2613,0,2,0,0,0,0,0,0
ba1594.NA.saline,0,0,0,147,0,0,0,37,0,4219,28,0,0,0,0,362,0,425,0,0,0,5588,0,0,0,0,0,1693,12,0,0,0,214,0,0,0,2,7,0,0,10,0,159,0
ba1595.641001027.bal,0,0,0,0,0,19,0,0,0,47930,0,0,0,0,0,1927,0,0,0,0,0,91,0,0,0,141,0,2994,79,0,0,0,0,0,0,0,0,61,0,0,0,18,0,0
ba1596.641001000.bal,0,0,0,0,0,0,0,0,89,653,0,0,0,0,0,24905,0,110,0,0,0,337,0,0,0,0,0,23967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1597.641000798.bal,0,0,0,0,0,0,0,0,0,24522,0,0,0,0,0,13817,0,0,0,0,0,145,0,0,0,0,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1598.641001061.bal,0,0,0,0,25,30,0,0,510,312,0,0,0,0,0,28656,0,29,0,0,0,18427,0,0,0,28,0,7353,35,0,0,26,0,0,0,689,0,0,0,0,0,6,0,0
ba1599.641001138.bal,0,0,0,0,886,425,0,0,0,1850,0,28,583,0,0,7545,0,0,0,0,0,0,0,0,0,809,0,13807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba160.641000921.3m.bal.rep1,0,0,0,0,17,0,0,0,0,131,9,0,0,0,0,304,0,0,0,0,0,5,0,0,0,0,0,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba160.641000921.3m.bal.rep2,0,0,0,0,136,0,0,0,0,425,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,7113,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
ba160.641000921.3m.bal.rep3,0,0,0,0,94,0,0,0,0,398,0,0,0,0,0,601,0,0,0,0,0,12,0,0,0,0,0,8057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1600.641001140.bal,0,0,0,0,136,0,0,0,0,1339,0,12,0,0,0,9724,0,212,0,0,0,4555,0,0,0,770,0,14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1601.641001126.bal,0,0,0,0,58,279,0,0,0,1679,49,0,0,0,0,24287,0,0,0,0,0,400,0,0,0,498,0,9895,389,0,0,0,0,0,0,88,0,0,0,0,0,60,0,0
ba1602.641001033.bal,86,0,0,0,55,1241,0,0,839,1618,0,0,1034,0,0,15747,0,0,0,0,0,4851,0,0,0,3481,0,10590,927,0,0,0,0,0,0,669,0,589,0,0,0,0,0,0
ba1603.641001064.bal,0,0,0,0,0,0,0,0,0,15432,0,0,0,0,0,38031,0,0,0,0,0,3367,0,0,0,0,0,1315,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0
ba1604.641001056.bal,0,0,0,0,0,33,0,0,0,47940,9,0,26,0,0,4909,7,9,0,0,0,89,0,0,0,32,0,1501,0,0,0,0,0,0,0,18,0,0,0,0,7,16,0,0
ba1605.641001129.bal,0,0,0,0,0,0,0,0,0,20780,17,0,21,0,0,5942,18,0,0,0,0,663,0,0,0,36,0,2028,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,44
ba1606.641001029.bal,0,0,0,0,0,88,0,0,0,177,0,2,18,0,0,27855,0,343,0,0,0,20476,0,0,0,39,0,1657,80,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
ba1607.641001121.bal,0,0,0,0,0,120,0,0,556,3256,0,0,188,0,0,19109,0,1783,0,0,0,11535,0,0,0,116,0,10833,245,0,0,0,0,0,0,154,0,0,0,0,0,63,0,0
ba1608.641000967.bal,0,0,0,0,0,0,0,0,0,2370,0,4,126,0,0,7113,0,0,0,0,0,500,0,0,0,764,0,9481,127,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0
ba1609.641000990.bal,0,0,0,0,0,0,0,0,3776,10840,0,0,0,0,0,19562,0,226,0,0,0,8935,0,0,0,0,0,3719,0,0,0,0,0,0,0,182,0,0,0,0,3,0,0,0
ba161.641000921.6m.bal.rep1,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,13186,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
ba161.641000921.6m.bal.rep2,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba161.641000921.6m.bal.rep3,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1610.641001041.bal,0,0,0,0,0,0,0,0,1085,343,0,0,0,0,0,21586,0,362,0,0,0,13466,0,0,0,0,0,6070,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0
ba1611.641001049.bal,0,0,0,0,115,116,0,0,126,3273,0,0,0,0,0,7541,0,62,0,0,0,2224,0,0,0,110,0,6994,122,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
ba1612.641001055.bal,0,0,0,0,121,366,0,103,0,2431,0,4,0,0,0,7183,0,0,0,0,0,0,0,0,0,236,0,12826,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1613.641000903.bal,0,0,0,20,38,79,0,0,83,445,0,5,0,0,0,28659,0,60,0,0,0,7178,0,0,0,149,0,2711,0,0,0,0,0,0,56,84,0,0,0,0,0,0,0,0
ba1614.NA.saline,0,0,0,0,0,36,0,2,13,53,0,0,51,0,0,136,0,0,0,0,0,30,0,0,0,135,0,334,39,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
ba1615.641001176.bal,0,0,0,0,4,46,0,0,0,23848,4,0,57,0,0,28990,0,0,0,0,0,34,0,0,0,75,0,530,39,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
ba1616.641001037.bal,0,0,0,0,5,11,0,0,113,1018,0,0,37,0,0,25848,0,1188,0,0,0,12128,0,0,0,41,0,10854,24,0,0,0,0,0,0,550,0,21,0,0,0,0,0,0
ba1617.641000775.bal,0,0,0,0,125,515,0,0,0,1127,0,0,0,0,0,4546,0,0,0,0,0,0,0,0,0,195,0,15312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1618.641000835.bal,0,0,0,0,0,5,0,0,57,54418,0,0,4,0,0,1605,0,0,0,0,0,355,0,0,0,0,0,199,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ba162.641000929.6w.bal.rep1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6437,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba162.641000929.6w.bal.rep2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,14694,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba162.641000929.6w.bal.rep3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10665,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1620.641000784.bal,0,0,0,0,97,0,0,0,0,885,0,7,240,0,30,13706,0,0,0,0,0,80,0,0,0,0,4,4857,131,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0
ba1621.641000911.bal,0,0,0,0,71,23,0,269,0,1366,0,0,244,0,0,21866,0,0,0,0,0,153,0,0,0,8,0,3241,23,0,0,0,0,0,5,0,0,264,0,0,0,0,0,0
ba1622.641001067.bal,0,0,0,0,0,0,0,0,0,3408,0,0,0,0,0,6269,0,76,0,0,0,284,0,0,0,0,0,14442,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
ba1623.641001062.bal,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,7725,0,0,0,0,0,694,0,0,0,0,0,39270,4,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0
ba1624.641001141.bal,0,0,0,0,4,0,0,0,599,144,0,0,3,0,0,20762,0,0,0,0,0,11979,0,0,0,25,0,2231,0,0,0,0,0,0,0,575,0,4,0,0,0,0,0,0
ba1625.641001104.bal,0,0,0,0,0,159,0,0,646,1426,0,0,69,0,0,18733,0,0,0,0,0,1729,0,0,0,668,0,8010,0,0,0,0,0,0,0,600,0,398,0,0,4,0,106,0
ba1626.641001052.bal,0,0,0,0,0,3,0,0,0,47479,0,0,3,0,2,122,0,0,0,0,0,2,0,0,0,0,0,244,10,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0
ba1627.641000948.bal,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,28120,0,0,0,0,0,2,0,0,0,0,0,12808,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ba1628.641000968.bal,0,0,0,0,2,0,0,0,139,41958,0,0,0,0,0,149,0,3,0,0,0,605,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1629.641001033.bal,32,0,0,0,0,0,0,0,11332,2417,0,0,0,0,0,11696,0,3331,0,0,0,7294,0,0,0,7,0,8394,0,0,0,0,0,0,0,1890,0,0,0,0,0,3,0,0
ba163.641000929.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba163.641000929.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba163.641000929.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1630.641001148.bal,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1631.641001155.bal,0,0,0,33,0,0,0,0,0,10700,0,0,0,0,0,20938,0,0,0,0,0,4030,0,0,0,0,0,5637,0,0,0,0,0,0,0,652,0,0,0,0,0,13,0,0
ba1632.641001195.bal,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,37681,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ba1633.641001075.bal,0,0,0,0,0,0,0,4,518,263,0,0,0,0,0,24557,0,2200,0,0,0,8589,0,0,0,0,0,6901,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0
ba1635.641001007.bal,0,0,0,0,0,0,0,0,716,8109,0,0,0,0,0,10637,0,187,0,0,0,5362,0,0,0,0,0,25861,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
ba1636.641001087.bal,0,0,0,0,21,0,0,0,25,40236,0,0,0,0,0,570,0,15,0,0,0,74,0,0,0,0,0,10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1637.641001219.bal,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,30206,0,0,0,0,0,9,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1638.641000850.bal,0,0,0,0,32,20,0,0,235,1020,0,4,0,0,4,6039,0,199,0,0,0,2770,0,0,0,0,0,2689,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0
ba1639.641001138.bal,0,0,0,0,0,0,0,0,3431,8437,0,0,0,0,0,17211,0,1058,0,0,0,8968,0,0,0,0,0,3365,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
ba164.641000929.3m.bal.rep1,0,0,0,0,7,0,0,0,14,698,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba164.641000929.3m.bal.rep2,0,0,0,0,0,0,0,0,31,1241,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba164.641000929.3m.bal.rep3,0,0,0,0,9,0,0,0,0,975,0,0,0,0,0,128,0,0,0,0,0,17,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1640.641001121.bal,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,5136,0,0,0,0,0,66,0,0,0,0,0,8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1641.641000903.bal,0,0,0,0,0,0,0,0,56,26,0,0,0,0,0,27678,0,9,0,0,0,7942,0,0,0,0,0,1178,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0
ba1642.641001059.bal,0,0,0,0,0,0,0,0,2083,8173,0,0,0,0,0,17512,0,3980,0,0,0,12299,0,0,0,0,0,2017,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0
ba1643.641001129.bal,0,0,0,0,293,0,0,0,0,16217,0,0,0,0,0,34516,0,0,0,0,0,301,0,0,0,2,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1644.641001061.bal,0,0,0,95,0,0,0,0,0,2865,0,0,0,0,0,2988,0,0,0,0,0,54,0,0,0,71,0,13650,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ba1645.641001157.bal,0,0,0,0,77,0,0,5,122,6720,0,10,0,0,0,9339,0,47,0,0,0,2112,0,0,0,0,0,19569,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
ba1646.641001152.bal,250,0,0,0,8,0,0,13,0,1112,0,3,0,0,0,9383,0,28,0,0,0,1138,0,0,0,0,0,6097,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0
ba1647.641001141.bal,0,0,0,0,118,0,0,0,11,16092,0,0,0,0,0,14228,0,107,0,0,0,1640,0,0,0,0,0,3354,0,0,0,0,0,0,0,77,0,0,0,0,2,0,0,0
ba1648.641000948.bal,0,0,0,0,0,0,0,0,49,15,0,0,0,0,0,18189,0,0,0,0,0,5310,0,0,0,0,0,20613,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
ba1649.641001111.bal,0,0,0,0,0,0,0,3,0,46366,0,0,0,0,0,76,0,0,0,0,0,3,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba165.641000929.6m.bal.rep1,0,0,0,0,0,0,0,11,18,1354,0,0,0,0,0,645,0,49,0,0,0,324,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba165.641000929.6m.bal.rep2,0,0,0,0,0,0,0,2,0,996,0,0,0,0,0,575,0,64,0,0,0,236,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ba165.641000929.6m.bal.rep3,0,0,0,0,0,0,0,0,0,1272,0,0,0,0,0,479,0,101,0,0,0,175,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1650.641001113.bal,0,0,0,0,0,0,0,0,0,72,10,6,0,0,0,38537,0,6,0,0,0,357,0,0,0,0,0,871,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
ba1651.641001182.bal,0,0,0,0,0,0,0,0,120,16890,0,4,0,0,0,9773,0,118,0,0,0,6283,0,0,0,0,0,19251,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
ba1652.641001126.bal,0,0,0,0,0,0,0,0,0,2348,0,3,0,0,0,6306,0,235,0,0,0,86,0,0,0,70,0,6863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1653.641001155.bal,8,0,0,0,0,0,0,0,428,6280,0,0,0,0,0,31718,0,1957,0,0,0,7665,0,0,0,0,0,5030,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0
ba1655.641001104.bal,0,0,0,0,63,0,0,0,146,6740,0,14,0,0,0,8449,0,0,0,0,0,3128,0,0,0,0,0,7198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba1656.641001219.bal,0,0,0,0,614,0,0,184,0,3755,0,21,0,0,0,3199,0,0,0,0,0,338,0,0,0,0,0,7847,0,0,0,1942,0,71,73,0,0,0,0,0,0,0,55,0
ba1657.641001129.bal,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,41627,0,0,0,0,0,161,0,0,0,0,0,109,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ba1658.641001222.bal,0,0,0,0,0,0,0,0,7504,4,0,0,0,0,0,17756,0,0,0,0,0,8459,0,0,0,0,0,7317,0,0,0,0,0,0,0,435,0,0,0,0,2,0,0,0
ba1659.641001230.bal,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,39437,0,0,0,0,0,83,0,0,0,0,0,6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba166.641000941.dc.bal.rep1,0,0,0,0,0,0,0,0,0,404,0,3,0,0,0,329,0,0,0,0,0,172,0,0,0,0,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba166.641000941.dc.bal.rep2,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,321,0,0,0,0,0,212,0,0,0,0,14,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba166.641000941.dc.bal.rep3,0,0,0,0,0,0,0,0,0,2879,0,0,0,0,0,217,6,0,0,0,0,73,0,0,0,0,0,71,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11
ba1660.641001215.bal,0,0,0,0,64,0,0,71,66,786,0,9,0,0,0,3841,0,0,0,0,0,400,0,0,0,133,0,6998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
